ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
LBK Desert LLC*|*B20260327407*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261461587*|*Jul 16 2026  2:21PM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*All LLC Member(s)*|*Retail
LBS 2020 LLC*|*B20260326503*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*36516 CASLICO WAY*|**|*PALMDALE*|*CA*|*United States*|*93550*|*36516 CASLICO WAY*|**|**|*PALMDALE*|*CA*|*United States*|*93550*|**|**|**|**|**|**|*All LLC Member(s)*|*
LBS FINANCIAL CREDIT UNION (CA)  CO*|*B20260327101*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*203 DEWDROP*|**|*IRVINE*|*CA*|*United States*|*92603*|*203 DEWDROP*|**|**|*IRVINE*|*CA*|*United States*|*92603*|**|**|**|**|**|**|**|*
LC LUXE GROUP INC*|*B20260322271*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2516 BAYSIDE DRIVE*|**|*CORONA DEL MAR*|*CA*|*United States*|*92625*|*2516 BAYSIDE DRIVE*|**|**|*CORONA DEL MAR*|*CA*|*United States*|*92625*|**|**|**|**|**|**|**|*
LC SPORT INC*|*B20260319999*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261469891*|*Jul 17 2026  7:18PM*|*1584 VANDAGRIFF WAY*|**|*CORONA*|*CA*|*United States*|*92883*|*1584 VANDAGRIFF WAY*|**|**|*CORONA*|*CA*|*United States*|*92883*|*1584 VANDAGRIFF WAY*|**|*CORONA*|*CA*|*United States*|*92883*|**|*TOUR MANAGEMENT
LCR logistics LLC*|*B20260320913*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3102 ISLAND AVE*|*ISLAND*|*SAN DIEGO*|*CA*|*United States*|*92102*|*3102 ISLAND AVE*|**|**|*SAN DIEGO*|*CA*|*United States*|*92102*|**|**|**|**|**|**|*One Manager*|*
LCT FREIGHT*|*B20260322154*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261447896*|*Jul 14 2026  4:48PM*|*535 APACHE RD*|**|*PERRIS*|*CA*|*United States*|*92570*|*535 APACHE RD*|**|**|*PERRIS*|*CA*|*United States*|*92570*|*535 APACHE RD*|**|*PERRIS*|*CA*|*United States*|*92570*|**|*TRUCKING TRANSPORTATION
LD & Sons Property Investments LLC*|*B20260327480*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1419 W AVE H-13*|**|*LANCASTER*|*CA*|*United States*|*92534*|*1419 W AVE H-13*|**|**|*LANCASTER*|*CA*|*United States*|*92534*|**|**|**|**|**|**|*One Manager*|*
LDSC Holdings, LLC*|*B20260323795*|*07/14/2026*|*WYOMING*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20261458141*|*Jul 16 2026  9:04AM*|*1343 E. BORCHARD AVE.*|**|*SANTA ANA*|*CA*|*United States*|*92705*|*1343 E. BORCHARD AVE.*|**|**|*SANTA ANA*|*CA*|*United States*|*92705*|**|**|**|**|**|**|**|*Business Interest Holdings
Le Haus Medspa PC*|*B20260318513*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261464721*|*Jul 17 2026  8:27AM*|*2021 E. 4TH STREET*|**|*SANTA ANA*|*CA*|*United States*|*92701*|*2021 E. 4TH STREET*|**|**|*SANTA ANA*|*CA*|*United States*|*92701*|**|**|**|**|**|**|**|*MEDSPA
Learn To BASE Jump LLC*|*B20260324975*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261456149*|*Jul 15 2026  5:34PM*|*1330 PARTRIDGE LN*|**|*OCEANSIDE*|*CA*|*United States*|*92054*|*1330 PARTRIDGE LN*|**|**|*OCEANSIDE*|*CA*|*United States*|*92054*|*1330 PARTRIDGE LN*|**|*OCEANSIDE*|*CA*|*United States*|*92054*|*All LLC Member(s)*|*BASE jumping training / aerial camerawork
Leave A Trail*|*B20260326099*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7821 OLD TRAIL RD*|**|*SOMERSET*|*CA*|*United States*|*95684*|*6040 GRIZZLY FLAT RD*|*141*|**|*SOMERSET*|*CA*|*United States*|*95684*|**|**|**|**|**|**|**|*
Leaven Consulting LLC*|*B20260321303*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261445020*|*Jul 14 2026 12:30PM*|*3117 SADDLEBACK CT*|**|*THOUSAND OAKS*|*CA*|*United States*|*91360*|*3117 SADDLEBACK CT*|**|**|*THOUSAND OAKS*|*CA*|*United States*|*91360*|*3117 SADDLEBACK CT*|**|*THOUSAND OAKS*|*CA*|*United States*|*91360*|*All LLC Member(s)*|*Marketing consultant and rental property
LeBlanc Services Inc*|*B20260323607*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261459608*|*Jul 16 2026 11:19AM*|*187 BARNHILL DRIVE*|**|*FOLSOM*|*CA*|*United States*|*95630*|*187 BARNHILL DRIVE*|**|**|*FOLSOM*|*CA*|*United States*|*95630*|*187 BARNHILL DRIVE*|**|*FOLSOM*|*CA*|*United States*|*95630*|**|*Solar Inspection
LedgerPilot Inc*|*B20260325041*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2271 SANDALWOOD DR*|**|*EL CENTRO*|*CA*|*United States*|*92243*|*2271 SANDALWOOD DR*|**|**|*EL CENTRO*|*CA*|*United States*|*92243*|**|**|**|**|**|**|**|*
Lee Flannery Consulting LLC*|*B20260325891*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261459745*|*Jul 16 2026 11:32AM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*All LLC Member(s)*|*AI consulting, automation, growth, and custom software development servi
Legacy Arcadia Holdings, LLC*|*B20260322933*|*07/14/2026*|*WYOMING*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1401 21ST ST STE R*|**|*SACRAMENTO*|*CA*|*United States*|*95811*|*1401 21ST ST STE R*|**|**|*SACRAMENTO*|*CA*|*United States*|*95811*|**|**|**|**|**|**|**|*
LEGACY AUTO SHOP LLC*|*B20260326214*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*142 WEST SANTA CRUZ STREET*|*218*|*SAN PEDRO*|*CA*|*United States*|*90731-2207*|*142 WEST SANTA CRUZ STREET*|*218*|**|*SAN PEDRO*|*CA*|*United States*|*90731-2207*|**|**|**|**|**|**|*One Manager*|*
LEGACY BUILDERS  CONSULTING LLC*|*B20260322428*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261454430*|*Jul 15 2026  2:43PM*|*1913 E 17TH ST*|*SUITE 108 B03*|*SANTA ANA*|*CA*|*United States*|*91710*|*1913 E 17TH ST*|*SUITE 108 B03*|**|*SANTA ANA*|*CA*|*United States*|*91710*|**|**|**|**|**|**|*One Manager*|*Construction Project Management and Business Consulting
LEGACY COLLECTIBLES LLC*|*B20260327404*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1748 QUAKER ST*|**|*EUREKA*|*CA*|*United States*|*95501*|*1748 QUAKER ST*|**|**|*EUREKA*|*CA*|*United States*|*95501*|**|**|**|**|**|**|*One Manager*|*
Legacy Five Holdings, LLC*|*B20260328562*|*07/17/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8304 NINE IRON DR*|**|*BAKERSFIELD*|*CA*|*United States*|*93312-6190*|*8304 NINE IRON DR*|**|**|*BAKERSFIELD*|*CA*|*United States*|*93312-6190*|**|**|**|**|**|**|*More Than One Manager*|*
LEGACY IN MOTION FOUNDATION INC.*|*B20260322929*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4057 S STATE HIGHWAY 59*|**|*MERCED*|*CA*|*United States*|*95341*|*4057 S STATE HIGHWAY 59*|**|**|*MERCED*|*CA*|*United States*|*95341*|**|**|**|**|**|**|**|*
Legacy Insurance and Financial Services LLC*|*B20260326759*|*07/16/2026*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*6671 S REDWOORD RD*|*SUITE 200*|*WEST JORDAN*|*UT*|*United States*|*84084*|*6671 S REDWOORD RD*|*SUITE 200*|**|*WEST JORDAN*|*UT*|*United States*|*84084*|**|**|**|**|**|**|**|*
LEGACY JA ROOFING*|*B20260326116*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*17834 COKE AVE*|**|*BELLFLOWER*|*CA*|*United States*|*90706*|*17834 COKE AVE*|**|**|*BELLFLOWER*|*CA*|*United States*|*90706*|**|**|**|**|**|**|**|*
LEGACY LOCK & SECURITY INC*|*B20260326024*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261463612*|*Jul 16 2026  7:50PM*|*5505 BONNER AVE*|*APT 302*|*NORTH HOLLYWOOD*|*CA*|*United States*|*91601*|*5505 BONNER AVE*|*APT 302*|**|*NORTH HOLLYWOOD*|*CA*|*United States*|*91601*|**|**|**|**|**|**|**|*LOCKSMITH
Legacy Of Ten LLC*|*B20260320744*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*14368 SIERRA GRANDE ST*|**|*ADELANTO*|*CA*|*United States*|*92301*|*14368 SIERRA GRANDE ST*|**|**|*ADELANTO*|*CA*|*United States*|*92301*|**|**|**|**|**|**|*All LLC Member(s)*|*
Legacy Row Community Association*|*B20260326463*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Legacy Tobacco LLC*|*B20260322563*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261447797*|*Jul 14 2026  4:37PM*|*500 N BROOKHURST ST*|*101*|*ANAHEIM*|*CA*|*United States*|*92801*|*18386 LAKEPOINTE DR*|**|**|*RIVERSIDE*|*CA*|*United States*|*92503*|*500 N BROOKHURST ST*|*101*|*ANAHEIM*|*CA*|*United States*|*92801*|*One Manager*|*SMOKE SHOP
Legacy Windows & Doors Inc*|*B20260327307*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261465596*|*Jul 17 2026 10:15AM*|*3685 MAPLELEAF DR.*|**|*RIVERSIDE*|*CA*|*United States*|*92503*|*3685 MAPLELEAF DR.*|**|**|*RIVERSIDE*|*CA*|*United States*|*92503*|**|**|**|**|**|**|**|*GLAZING
Legends Services LLC*|*B20260322379*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261447887*|*Jul 14 2026  4:46PM*|*83694 NOVILLA DR*|**|*INDIO*|*CA*|*United States*|*92203*|*83694 NOVILLA DR*|**|**|*INDIO*|*CA*|*United States*|*92203*|*83694 NOVILLA DR*|**|*INDIO*|*CA*|*United States*|*92203*|*All LLC Member(s)*|*Residential & Commercial Handyman Services
LEHIGH RENTALS LLC*|*B20260322225*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1200 SUNCAST LANE*|**|*EL DORADO HILLS*|*CA*|*United States*|*95762*|*1200 SUNCAST LANE*|**|**|*EL DORADO HILLS*|*CA*|*United States*|*95762*|**|**|**|**|**|**|*All LLC Member(s)*|*
Leins to legacy LLC*|*B20260326804*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*28950 AVENIDA MARAVILLA*|**|*CATHEDRAL CITY*|*CA*|*United States*|*92234*|*28950 AVENIDA MARAVILLA*|**|**|*CATHEDRAL CITY*|*CA*|*United States*|*92234*|**|**|**|**|**|**|*All LLC Member(s)*|*
Leland Petro Inc.*|*B20260325230*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1190 E. LELAND ROAD*|**|*PITTSBURG*|*CA*|*United States*|*94565*|*1392 MITCHELL RD*|**|**|*MODESTO*|*CA*|*United States*|*95351*|**|**|**|**|**|**|**|*
Leloli Vending LLC*|*B20260327073*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1029 N CENTRAL AVENUE*|**|*GLENDALE*|*CA*|*United States*|*91202*|*1029 N CENTRAL AVENUE*|**|**|*GLENDALE*|*CA*|*United States*|*91202*|**|**|**|**|**|**|*All LLC Member(s)*|*
Lemme Get Uhhh LLC*|*B20260328157*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*131 NORTH LARCHMONT BOULEVARD*|**|*LOS ANGELES*|*CA*|*United States*|*90004*|*131 NORTH LARCHMONT BOULEVARD*|**|**|*LOS ANGELES*|*CA*|*United States*|*90004*|**|**|**|**|**|**|*More Than One Manager*|*
LEMMONS*|*B20260323625*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3619 WEST 144TH  PLACE*|**|*HAWTHORNE*|*CA*|*United States*|*90250*|*3619 WEST 114TH  PLACE*|**|**|*HAWTHORNE*|*CA*|*United States*|*90250*|**|**|**|**|**|**|**|*
Lemonade Innovation Labs LLC*|*B20260325627*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|*2108 N ST*|*STE N*|**|*SACRAMENTO*|*CA*|*United States*|*95816*|**|**|**|**|**|**|*One Manager*|*
Lending Hand Realty Inc*|*B20260321262*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*14580 POLO COURT*|**|*VICTORVILLE*|*CA*|*United States*|*92394*|*14580 POLO COURT*|**|**|*VICTORVILLE*|*CA*|*United States*|*92394*|**|**|**|**|**|**|**|*
LENDING MADE EASY*|*B20260325844*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1704 VIA PETUNIA*|**|*SAN CELEMENTE*|*CA*|*United States*|*92673*|*1704 VIA PETUNIA*|**|**|*SAN CLEMENTE*|*CA*|*United States*|*92673*|**|**|**|**|**|**|**|*
LENSTOP LLC*|*B20260326816*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261470602*|*Jul 18 2026 10:12AM*|*27860 JASMINE LANE*|*1321*|*HELENDALE*|*CA*|*United States*|*92342*|*P.O. BOX 1321*|**|**|*HELENDALE*|*CA*|*United States*|*92342*|**|**|**|**|**|**|*One Manager*|*Retail, distribution, and sale of optical goods and related medical devi
Leockernest Inc*|*B20260324958*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261456582*|*Jul 15 2026  7:58PM*|*NO 226 1264 HAWKS FLIGHT CT STE 200*|**|*EL DORADO HILLS*|*CA*|*United States*|*95762*|*NO 226 1264 HAWKS FLIGHT CT STE 200*|**|**|*EL DORADO HILLS*|*CA*|*United States*|*95762*|**|**|**|**|**|**|**|*1000
Leoke LLC*|*B20260326553*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*312 N ASHFORD PL*|**|*FULLERTON*|*CA*|*United States*|*92831*|*312 N ASHFORD PL*|**|**|*FULLERTON*|*CA*|*United States*|*92831*|**|**|**|**|**|**|*All LLC Member(s)*|*
Leon Farm Labor Contracting LLC*|*B20260323241*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7507 WUTHERING HEIGHTS AVE*|**|*BAKERSFIELD*|*CA*|*United States*|*93307*|*31 GARDEN DR*|**|**|*BAKERSFIELD*|*CA*|*United States*|*93307*|**|**|**|**|**|**|*One Manager*|*
Leon Industries of California LLC*|*B20260320933*|*07/13/2026*|*WYOMING*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|*Leon Industries LLC*|*Good*|*Good*|*Good*|**|*BA20261447336*|*Jul 14 2026  3:49PM*|*822 CALLE PINATA*|**|*THOUSAND OAKS*|*CA*|*United States*|*91360*|*822 CALLE PINATA*|**|**|*THOUSAND OAKS*|*CA*|*United States*|*91360*|**|**|**|**|**|**|**|*Consulting
Leonanest Inc*|*B20260320722*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261440406*|*Jul 13 2026  7:52PM*|*1264 HAWKS FLIGHT CT, SUITE 200*|**|*EL DORADO HILLS*|*CA*|*United States*|*95762*|*1264 HAWKS FLIGHT CT, SUITE 200*|**|**|*EL DORADO HILLS*|*CA*|*United States*|*95762*|**|**|**|**|**|**|**|*E-COMMERCE
Leon-Conde Dental Corporation*|*B20260321948*|*07/16/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*22318 OLIVE WOOD PLAZA DR*|*SUITE C*|*MORENO VALLEY*|*CA*|*United States*|*92553*|*2279 EAGLE GLEN PKWY*|*SUITE 112-356*|**|*CORONA*|*CA*|*United States*|*92883*|**|**|**|**|**|**|**|*
Leontra Technologies LLC*|*B20260320707*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261443408*|*Jul 14 2026 10:36AM*|*455 MARKET ST STE 1940 #421248*|**|*SAN FRANCISCO*|*CA*|*United States*|*94105*|*455 MARKET ST STE 1940 #421248*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94105*|*455 MARKET ST STE 1940 #421248*|**|*SAN FRANCISCO*|*CA*|*United States*|*94105*|*All LLC Member(s)*|*Software technology services
Leqqu.,Llc*|*B20260322578*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*21 VICTORY RD*|**|*TUSTIN*|*CA*|*United States*|*92782*|*21 VICTORY RD*|**|**|*TUSTIN*|*CA*|*United States*|*92782*|**|**|**|**|**|**|*One Manager*|*
LERIN Logistics & Consulting LLC*|*B20260319861*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2475 PASEO DE LAS AMERICAS*|*4513*|*SAN DIEGO*|*CA*|*United States*|*92154*|*2475 PASEO DE LAS AMERICAS*|*4513*|**|*SAN DIEGO*|*CA*|*United States*|*92154*|**|**|**|**|**|**|*All LLC Member(s)*|*
Lets go automotive LLC*|*B20260323466*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*10968 I AVE*|**|*HESPERIA*|*CA*|*United States*|*92345*|*10968 I AVE*|**|**|*HESPERIA*|*CA*|*United States*|*92345*|**|**|**|**|**|**|*One Manager*|*
Lets Landscape Services LLC*|*B20260328827*|*07/17/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*9605 RUSH STREET SOUTH*|**|*EL MONTE*|*CA*|*United States*|*91733*|*2512 E EVERGREEN BLVD*|**|**|*VANCOUVER*|*WA*|*United States*|*98662*|**|**|**|**|**|**|*One Manager*|*
LETS LIGHT IT UP LLC*|*B20260324901*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*731 S APRICOT ST*|**|*DINUBA*|*CA*|*United States*|*93618*|*731 S APRICOT ST*|**|**|*DINUBA*|*CA*|*United States*|*93618*|**|**|**|**|**|**|*All LLC Member(s)*|*
Lets smash newport beach llc*|*B20260323906*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3305 NEWPORT BLBD*|*E*|*NEWPORT BEACH*|*CA*|*United States*|*92663*|*3305 NEWPORT BLVD*|*E*|**|*NEWPORT BEACH*|*CA*|*United States*|*92663*|**|**|**|**|**|**|*More Than One Manager*|*
LETTING GOD MEND BROKENNESS FOUNDATION*|*B20260325382*|*07/15/2026*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*13709 THRUSH CT*|**|*VICTORVILLE*|*CA*|*United States*|*92394*|*13709 THRUSH CT*|**|**|*VICTORVILLE*|*CA*|*United States*|*92394*|**|**|**|**|**|**|**|*
Leukemia Insight Consulting, Inc.*|*B20260321886*|*07/13/2026*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4572 RAINIER DRIVE*|**|*CYPRESS*|*CA*|*United States*|*90630*|*4572 RAINIER DRIVE*|**|**|*CYPRESS*|*CA*|*United States*|*90630*|**|**|**|**|**|**|**|*
Lev Fitness LLC*|*B20260323810*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20261452859*|*Jul 15 2026 12:15PM*|*8605 SANTA MONICA BLVD #526339*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #526339*|**|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD #526339*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*All LLC Member(s)*|*Fitness and wellness software development
Level 55 LLC*|*B20260323917*|*07/14/2026*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*6498 N VERNAL AVE*|**|*FRESNO*|*CA*|*United States*|*93722*|*6498 N VERNAL AVE*|**|**|*FRESNO*|*CA*|*United States*|*93722*|**|**|**|**|**|**|*One Manager*|*
